,date_time,title
886515,2018-10-17 07:16:00-04:00,A Peek Into The Markets: US Stock Futures Down Ahead Of Fed Minutes
886516,2018-10-17 05:36:00-04:00,KeyBanc Downgrades Netflix to Sector Weight
886517,2018-10-17 05:21:00-04:00,"8 Stocks To Watch For October 17, 2018"
886518,2018-10-16 22:20:00-04:00,YouTube Was Down For Many Users Tuesday Night
886519,2018-10-16 16:51:00-04:00,Netflix shares are up 11.7% following Q3 earnings; The company beat EPS estimates but slightly missed on sales.
886520,2018-10-16 16:50:00-04:00,7 Stocks Moving In Tuesday's After-Hours Session
886521,2018-10-16 16:33:00-04:00,"10 Hottest Stocks From October 16, 2018"
886522,2018-10-16 16:23:00-04:00,"Facebook Shares Up 0.8% After Hours Following Netflix Earnings, Subsequent Move Higher In NFLX; Amazon Up 1%, Apple Up 0.4%, Google Shares Unchanged"
886523,2018-10-16 16:22:00-04:00,iQIYI Shares Indicated Up 4% On ~222.5K Shares After Hours Following Favorable Reaction To Netflix's Mixed Q3 Earnings Report
886524,2018-10-16 16:20:00-04:00,Netflix Soars After Big Q3 Earnings Beat
886525,2018-10-16 16:17:00-04:00,UPDATE: Netflix Highlights Expected Sequential Decline In Operating Margin Amid 'to the timing of content spend and a higher mix of original films in Q4'18'
886526,2018-10-16 16:13:00-04:00,Netflix Sees Q4 Operating Margin Falling From 7.5% In Q4'17 To 5%
886527,2018-10-16 16:13:00-04:00,Netflix Reaffirms FY18 Operating Margin Guidance At Lower End Of 10-11% Range
886528,2018-10-16 16:11:00-04:00,"Netflix Shares Up 13.6% Following Mixed Q3 Earnings Report, Below-Expectation Q4 Guidance"
886529,2018-10-16 16:06:00-04:00,Netflix Sees Q4 Total Streaming Net Additions 9.4M
886530,2018-10-16 16:05:00-04:00,"Netflix Q3 Total Streaming Net Additions 6.96M, US Streaming Net Adds 1.09M, Int'l. Streaming Net Adds 5.87M"
886531,2018-10-16 16:04:00-04:00,"Netflix Sees Q4 EPS $0.23 Does Not Compare To $0.51 Est., Sales $4.2B vs $4.23B Est."
886532,2018-10-16 16:04:00-04:00,"Netflix Q3 EPS $0.89 Beats $0.68 Estimate, Adj. EBITDA $584.145M, Sales $3.999B Miss $4B Estimate"
886533,2018-10-16 15:46:00-04:00,Netflix Expected To Report Q3 Earnings After The Closing Bell; Co. Historically Issues Its Report Between 4:00 And 4:10 p.m. ET
886534,2018-10-16 15:36:00-04:00,"Benzinga Pro's Top 10 Most-Searched Tickers For Afternoon Of Tues., Oct. 16, 2018"
886535,2018-10-16 12:57:00-04:00,Netflix Option Alert: Fri $365 Calls Sweep (4) near the Ask: 802 @ $5.29 vs 3796 OI; Earnings 10/16 After Close Ref=$338.4788
886536,2018-10-16 10:43:00-04:00,Bank Earnings To The Rescue? Market Seeing Some Green After Strong Results
886537,2018-10-16 05:21:00-04:00,"12 Stocks To Watch For October 16, 2018"
886538,2018-10-16 04:37:00-04:00,"Earnings Scheduled For October 16, 2018"
886539,2018-10-16 00:00:00-04:00,Fintech Lender OnDeck Spins Out SaaS Company To Build Small Business Loan Products For Banks
886540,2018-10-15 17:26:00-04:00,"10 Hottest Stocks From October 15, 2018"
886541,2018-10-15 16:35:00-04:00,"Benzinga Pro's Top 10 Most-Searched Tickers For Afternoon Of Mon., Oct. 15, 2018"
886542,2018-10-15 13:05:00-04:00,"Netflix Earnings Ahead, With Analysts Focused On Subscriber Numbers After Q2 Miss"
886543,2018-10-15 12:57:00-04:00,Goldman Sachs And Morgan Stanley To Report Earnings Tomorrow Amid Wobbly Markets
886544,2018-10-15 12:28:00-04:00,"How Millennials, Baby Boomers Are Reacting To Market Volatility"
886545,2018-10-15 12:06:00-04:00,"The Week Ahead: Q3 Earnings Season, Canada Decriminalizes Cannabis"
886546,2018-10-15 11:16:00-04:00,Netflix Q3 Earnings Preview: A Subscriber Numbers Story
886547,2018-10-15 10:05:00-04:00,Netflix shares are trading down 3.7% after analysts at Goldman Sachs and Raymond James lowered their price targets on the stock.
886548,2018-10-15 10:00:00-04:00,FANG Weakness Drags New Communication Services ETFs
886549,2018-10-15 09:56:00-04:00,10 Biggest Price Target Changes For Monday
886550,2018-10-15 09:41:00-04:00,"As New Week Begins, Markets Still Seem To Be Playing ""D"" Amid Host of Earnings"
886551,2018-10-15 09:24:00-04:00,"Goldman Sachs Maintains Buy on Netflix, Lowers Price Target to $430"
886552,2018-10-15 05:06:00-04:00,44 Biggest Movers From Yesterday
886553,2018-10-15 03:54:00-04:00,Raymond James Lowers Netflix Price Target to $400 from $445
886554,2018-10-14 13:37:00-04:00,"Bulls & Bears Of The Week: GE, Netflix, Nike, Twitter And More"
886555,2018-10-13 12:43:00-04:00,"Barron's Picks And Pans: Apple, Dell, Netflix, Wells Fargo And More"
886556,2018-10-13 12:21:00-04:00,"Midterms And The Stock Market: Potential Winners, Losers From The Coming Election"
886557,2018-10-12 13:52:00-04:00,"Netflix Pops On Citi Upgrade, But Cycles Point The Other Way"
886558,2018-10-12 13:42:00-04:00,41 Stocks Moving In Friday's Mid-Day Session
886559,2018-10-12 10:49:00-04:00,"Shares of tech stocks moving higher as market rebounds from mid-week lows, strength could be related to rotation back into growth names; Netflix up 5.3%, NVIDIA up 5.8%, Salesforce Up 5.1%, PayPal Up 4.4%, Apple up 3.2%, VMWare up 3.0%."
886560,2018-10-12 10:30:00-04:00,Citi's May Says Buy The Dip In Netflix
886561,2018-10-12 09:58:00-04:00,10 Biggest Price Target Changes For Friday
886562,2018-10-12 09:13:00-04:00,"Benzinga's Top Upgrades, Downgrades For October 12, 2018"
886563,2018-10-12 07:58:00-04:00,Citigroup Upgrades Netflix to Buy
886564,2018-10-12 06:59:00-04:00,"Stifel Nicolaus Maintains Buy on Netflix, Lowers Price Target to $395"
886565,2018-10-12 04:32:00-04:00,Citigroup Upgrades Netflix to Buy from Neutral
886566,2018-10-11 17:34:00-04:00,Netflix And Sugar23 Enter Multi-Year Film Deal
886567,2018-10-11 10:08:00-04:00,"After Wednesday Wash-Out, Comeback Might Be In Store As Rates Ease, Data Support"
886568,2018-10-11 07:28:00-04:00,Dan Deming's Options Trade Ahead Of Netflix's Earning
886569,2018-10-10 16:29:00-04:00,"Dow Falls 1,300 Points In 48 Hours As Market Rout Continues"
886570,2018-10-10 09:46:00-04:00,On The Rate Watch: Yields Still Driving Action As Inflation Data Roll In
886571,2018-10-09 15:18:00-04:00,"Is Spotify The New Netflix? Yes And No, Says MKM Partners"
886572,2018-10-09 10:31:00-04:00,"Investors Seem To Be Fretting About Rising Yields, Global Economic Growth"
886573,2018-10-08 15:43:00-04:00,Walmart Is Looking To Enhance Vudu With Metro-Goldwyn-Mayer Deal
886574,2018-10-08 15:16:00-04:00,'Netflix chooses New Mexico for its new US video production hub' -San Francisco Chronicle Reports
886575,2018-10-08 13:46:00-04:00,Imperial Capital's Bullish Stance On Netflix Unchanged Ahead Of Q3 Print
886576,2018-10-08 12:33:00-04:00,3 Reasons To Buy Iqiyi – The 'Netflix Of China' – According To Jefferies
886577,2018-10-08 12:02:00-04:00,What's Next For FANG Stocks After Recent Weakness?
886578,2018-10-05 08:09:00-04:00,"Altria, CBS, IBM, Netflix: 'Fast Money' Picks For October 5"
886579,2018-10-05 08:04:00-04:00,Todd Gordon's Bearish Netflix Options Trade
886580,2018-10-04 16:06:00-04:00,Hudson Pacific Properties Leases Hollywood Office Tower to Netflix
886581,2018-10-04 13:27:00-04:00,'Europe moves forward with content quotas for Netflix and Amazon' -Engadget
886582,2018-10-04 12:20:00-04:00,How Growth And Value ETFs Look After The Debut Of Communication Services
886583,2018-10-03 13:22:00-04:00,Netflix To Develop Series And Films Based On 'Chronicles Of Narnia' Franchise
886584,2018-10-02 15:50:00-04:00,Netflix Who? 3 Media Stocks That Look Like They're Back In Favor
886585,2018-10-02 12:44:00-04:00,"HBO Ends 45-Year Run With Boxing, Says Sport No Longer A Subscription Driver"
886586,2018-10-01 15:57:00-04:00,UPDATE: Amazon Has Reportedly Been In Discussions With At Least Three Major Media Companies To Bring Their Programming To The New Fire TV Service
886587,2018-10-01 15:55:00-04:00,"Amazon Subsidiary, IMBD, Is Expected To Announce A Free, Ad-Supported Video Service For Amazon Fire TV Users This Week"
886588,2018-10-01 07:25:00-04:00,Hearing Netflix Is Developing A Slate Of Specials In Which Viewers Can Choose The Next Storyline In A TV Episode Or Movie; Shares Unaffected
886589,2018-09-29 10:04:00-04:00,9 Streaming Services With The Best Original Content
886590,2018-09-28 10:19:00-04:00,"As Wall Street Awaits Main Earnings Season, Trade, Tesla Appear To Be In Focus"
886591,2018-09-28 08:09:00-04:00,Netflix Says Its On Track To Exceed Half Billion Dollar Investment In Netflix Canada
886592,2018-09-25 12:28:00-04:00,Nomura's Case For Adding Square To The FANG Trade
886593,2018-09-25 10:32:00-04:00,Having Some Ups And Downs: Market See-Saw Ride Seen Likely To Continue
886594,2018-09-24 15:22:00-04:00,Infographic: Millennials Give Moviegoing A Boost
886595,2018-09-22 16:06:00-04:00,"Benzinga's Bulls & Bears Of The Week: Amazon, Caterpillar, Costco, Netflix, More"
886596,2018-09-21 13:12:00-04:00,"From Facebook To Netflix: The S&P's Big Sector Shakeup, Explained"
886597,2018-09-20 18:19:00-04:00,How AMC Plans To Reanimate 'The Walking Dead' For 10 More Years
886598,2018-09-19 15:23:00-04:00,Guggenheim: Netflix Subscriber Penetration Will Outpace Street Expectations
886599,2018-09-19 10:22:00-04:00,"Stock Market Appears To Focus On US-China Tariff News As US, Canada Continue Talks"
886600,2018-09-19 09:56:00-04:00,10 Biggest Price Target Changes For Wednesday
886601,2018-09-19 08:55:00-04:00,"Guggenheim Raises Netflix Price Target From $360 To $420, Firm Says Investments Keep Netflix's Quality Content Creation Unique; Believes Upgrades To User Experience And Consumer Products Development Support Share Appreciation"
886602,2018-09-19 08:50:00-04:00,"Netflix Shares Up 1.7% Premarket, Recently Broke Above $372.50 Technical Level; Guggenheim Earlier Raised Price Target On Stock From $360 To $420"
886603,2018-09-18 12:45:00-04:00,Mike Khouw Sees Unusual Options Activity In Netflix
886604,2018-09-17 15:30:00-04:00,"IMAX In Talks With Streaming Services Such As Netflix To Release Their Movies, Business Insider Reports"
886605,2018-09-17 14:55:00-04:00,SunTrust Continues To See Upside Potential In Netflix's Q3
886606,2018-09-17 10:02:00-04:00,"Trade Winds Keep Blowing, Potentially Putting A Barrier On Rally Chances"
886607,2018-09-17 04:07:00-04:00,Flipkart Considers Stake in Video Streaming Service Hotstar
886608,2018-09-14 09:01:00-04:00,"Netflix To Report Q3 Earnings Tues., Oct. 16, 2018 After Market Close"
886609,2018-09-13 10:43:00-04:00,"Air Of Cautious Optimism To Start Day On Positive China Talk, Easing Price Fears"
886610,2018-09-12 11:57:00-04:00,The Communication Services Sector Is Almost Here
886611,2018-09-12 10:27:00-04:00,"Market Appears To Be in Wait-and-See Mode Ahead of Apple, Central Bank Events"
886612,2018-09-07 21:20:00-04:00,EXCLUSIVE: Mark Cuban Short 2 Biotech Stocks
886613,2018-09-07 10:02:00-04:00,"Solid Employment Report, But Tech Selloff Enters Fourth Day"
886614,2018-09-06 16:04:00-04:00,This Chart Shows Why Netflix Is Primed For A Tumble
886615,2018-09-06 15:42:00-04:00,"Netflix Rises On Upgrade, But Market Cycles Point Lower"
886616,2018-09-06 12:00:00-04:00,Netflix: A Bull-Bear Debate
886617,2018-09-06 10:03:00-04:00,Clock Ticking On Canada Trade Talks While Sector Rotation Seen
886618,2018-09-06 09:09:00-04:00,Netflix Shares Up 2% Premarket After RBC Earlier Reiterated Its Outperformd Rating On The Shares and Lifted Its Price Target From $360 to $440
886619,2018-09-06 09:01:00-04:00,"Major tech and social media stocks appear to be modestly rebounding after closing down Wednesday amid Congressional hearings with Facebook and Twitter; Netflix up 2.1%, Snap up 0.4%, Twitter up 0.4%, Facebook up 0.2%, Alphabet up 0.2%."
886620,2018-09-05 15:20:00-04:00,"Tech Stocks Fall Amid Twitter, Facebook Senate Testimonies"
886621,2018-09-05 11:50:00-04:00,"Major tech and social media stocks trading down as executives from Twitter and Facebook testify in front of US Congress; Facebook down 1.7%, Alphabet down 2.4%, Netflix down 4.3%, Snap down 4.6%, Twitter down 5.1%."
886622,2018-09-05 11:06:00-04:00,Infographic: Google Through The Years
886623,2018-09-05 10:31:00-04:00,A Timely ETF For September
886624,2018-09-05 10:04:00-04:00,Morgan Stanley Raises Apple's Price Target On Video Optimism
886625,2018-08-27 14:41:00-04:00,UPDATE: Rachel Whetstone Named Netflix Chief Communications Officer
886626,2018-08-27 14:36:00-04:00,Facebook Comms Exec Rachel Whetstone Reportedly Leaving To Join Netflix
886627,2018-08-25 17:33:00-04:00,"Benzinga's Bulls & Bears Of The Week: Alibaba, Apple, Nike, Tesla, Verizon And More"
886628,2018-08-24 13:42:00-04:00,"Buy Netflix On The Pullback, SunTrust Says"
886629,2018-08-24 10:14:00-04:00,Netflix shares are trading up 3%; Traders circulating word of positive commentary by analyst at M Science.
886630,2018-08-24 10:05:00-04:00,10 Biggest Price Target Changes For Friday
886631,2018-08-24 09:38:00-04:00,"Netflix Shares Appear Unaffected As Traders Circulate Word Of Positive Commentary By Analyst At Data-Driven Research, Analytics Firm, M Science"
886632,2018-08-24 09:13:00-04:00,"Benzinga's Top Upgrades, Downgrades For August 24, 2018"
886633,2018-08-24 06:58:00-04:00,"SunTrust Robinson Humphrey Upgrades Netflix to Buy, Lowers Price Target to $410"
886634,2018-08-23 17:02:00-04:00,Have You Tried The New Benzinga Pro Chat Beta Yet? We Often Discuss Hot Stocks And The Recent Breaking News Items Over The Last Few Mins.; Check It Out At https://pro.benzinga.com/popout/widget/chat/
886635,2018-08-23 10:07:00-04:00,"Fed On Center Stage As Jackson Hole Meeting Starts, With Powell Speech Friday"
886636,2018-08-23 07:26:00-04:00,"UPDATE: Imperial On Netflix Notes 'Apple realizes a 30% fee on the first year of a subscription enacted through the app store, which reverts to 15% in subsequent years.'"
886637,2018-08-23 07:25:00-04:00,"UPDATE: Imperial On Netflix: 'In the co.'s quest to expand margins within the int'l. bucket, eliminating the fees it pays to Apple for acting as a ""gatekeeper"" within the confines of the app store is a top priority.'"
886638,2018-08-23 06:55:00-04:00,UPDATE: Imperial On Netflix Highlights Recent Reports Suggesting Co. Is Experimenting In 33 Countries To Remove Capability For New Subs To Sign Up Via Apple App Store
886639,2018-08-23 06:53:00-04:00,"Imperial Capital Maintains Outperform, $494 Price Target On Netflix; Raises FY18 EPS Estimate 'to account for a slight improvement in int'l. subscribership'"
886640,2018-08-22 17:24:00-04:00,Verizon: The Dow Powerhouse Few Are Discussing
886641,2018-08-22 15:37:00-04:00,Cramer: The Bull Run Survived These 10 Challenges
886642,2018-08-22 14:00:00-04:00,Netflix Vs. Amazon Vs. Nvidia: Picking A Tech Stock For The Long Haul
886643,2018-08-22 09:47:00-04:00,10 Biggest Price Target Changes For Wednesday
886644,2018-08-21 10:41:00-04:00,William Blair Predicts Netflix Shares Will Hit $660 By 2024
886645,2018-08-21 07:35:00-04:00,Mike Khouw Sees Unusual Options Activity In Netflix
886646,2018-08-20 14:36:00-04:00,'Netflix tests out ads for other shows in between episodes' - CNBC Reports
886647,2018-08-19 11:55:00-04:00,"Benzinga's Bulls & Bears Of The Week: Facebook, Netflix, Twitter, Walmart And More"
886648,2018-08-16 12:52:00-04:00,Netflix's Race Against Time
886649,2018-08-15 10:23:00-04:00,"Q2 13F Roundup: How Buffett, Einhorn, Loeb And Others Adjusted Their Portfolio"
886650,2018-08-14 17:13:00-04:00,"13F From Soros Fund Shows Exited Stake In Fiat Chrysler, Exited Stake In NVIDIA; Reduced Stake In JP Morgan, Netflix; Raised Stake In Lululemon"
886651,2018-08-14 11:10:00-04:00,Omega Advisors 13F Shows Dissolved 65K Share Stake In Netflix
886652,2018-08-14 09:42:00-04:00,KeyBanc: CFO's Retirement To Cause 'Minimal Disruption' At Netflix
886653,2018-08-13 15:46:00-04:00,"Benzinga Pro's Top 10 Most-Searched Tickers Monday, August 13th"
886654,2018-08-13 15:17:00-04:00,"Mark Cuban Talks Musk, Netflix, Amazon And More"
886655,2018-08-13 13:14:00-04:00,"No Surprise: FAANG's A Big Deal For Growth Indexes, ETFs"
886656,2018-08-13 13:11:00-04:00,UPDATE: Mark Cuban on CNBC Earlier Mentioned Amazon and Netflix Remain His Largest Holdings
886657,2018-08-13 12:57:00-04:00,"Mark Cuban On CNBC Says He Doesn't Believe Netflix CFO's Departure Is A Significant Negative, Hasn't Sold Any Of His Shares"
886658,2018-08-13 11:41:00-04:00,Longtime Netflix CFO David Wells To Leave Company
886659,2018-08-13 09:00:00-04:00,Netflix Announces CFO David Wells to Step Down
886660,2018-08-08 17:29:00-04:00,"What's Your Brand Promise? Customer Data, Cybersecurity, Compliance, And Trust"
886661,2018-08-08 16:36:00-04:00,Roku Reported Launch Of Free Streaming Service: The Roku Channel For Web
886662,2018-08-08 10:48:00-04:00,"Disney's Quarter Is A Direct-To-Consumer Story, Says RBC Analyst"
886663,2018-08-07 16:10:00-04:00,The Highs And Lows Of Earnings Season Dominate July's IMX Results
886664,2018-08-07 10:56:00-04:00,The End Of The FANG Era? Gene Munster Makes The Case
886665,2018-08-07 09:12:00-04:00,Investor Movement Index July Summary
886666,2018-08-06 10:10:00-04:00,Should Investors Take Some 'Chips Off The Table' Or Sell Before 'Rolling Bear Market' Begins?
886667,2018-08-03 12:34:00-04:00,More Leveraged FANG ETNs Are Here
886668,2018-08-02 13:11:00-04:00,Netflix To Pay ~$7.2M To Settle Litigation With Relativity
886669,2018-08-02 11:44:00-04:00,"The iQIYI Growth Story Is Priced In, Goldman Says In Downgrade"
886670,2018-08-01 10:39:00-04:00,Strong Apple Results Compete With Trade Worries For Investor Sentiment Ahead Of Fed
886671,2018-08-01 08:18:00-04:00,The 'Shark Tank Of Cannabis' Debuts On Amazon Prime With Millions To Distribute
886672,2018-07-31 10:34:00-04:00,Market Appears More Optimistic Following Tech-Led Selloff
886673,2018-07-31 10:22:00-04:00,Cramer's 'Clear Winners' From Earnings Season So Far
886674,2018-07-31 09:58:00-04:00,Pro: FAANG Stocks Could Have 30-40% Downside Potential
886675,2018-07-31 08:56:00-04:00,This De-FAANGed ETF Avoided Facebook's Slump
886676,2018-07-30 10:16:00-04:00,"CAT Climbs Into Driver's Seat To Start Earnings Parade, With Fed Meeting Ahead"
886677,2018-07-30 09:44:00-04:00,Netlix Shares Down 4.15% Off The Open At ~$340/Share
886678,2018-07-27 15:44:00-04:00,Which Is The Better Buy: Netflix Or China's Fast-Growing Iqiyi?
886679,2018-07-27 13:52:00-04:00,"Breaking Down Spotify's Q2 Earnings: It's Premium User Growth And Nothing Else, For Now"
886680,2018-07-27 11:41:00-04:00,"A Fairy-Tale Ending: Disney, Fox Shareholders Approve Merger"
886681,2018-07-27 10:01:00-04:00,Economic Growth Hits Best Level Since 2014 As Earnings Season Keeps Rolling
886682,2018-07-26 10:06:00-04:00,"Nasdaq, Tech Names Might Come Under Pressure Following Facebook's Weak Results"
886683,2018-07-25 18:02:00-04:00,"Social Media, FANG Stocks Taking A Big Hit In After-Hours Trading"
886684,2018-07-25 17:52:00-04:00,"Social Stocks Following Facebook Lower After Hours After Its Mixed Q2 Report: Facebook -16.8%, Twitter -5.9%, Snap -3.1%; FANG Stocks Also Lower: Amazon -2.2%, Netflix -2.9%, Alphabet -1%"
886685,2018-07-25 16:14:00-04:00,"Facebook Shares Down ~8.5% To $199.35 Following Q2 Earnings Release; Amazon, Netflix Both Fall ~1% In Sympathy"
886686,2018-07-23 16:18:00-04:00,"Technology Select Sector SPDR ETF Up 0.7% After Hours Following Alphabet Earnings Beat, 5% Move Higher; Amazon Shares Up 0.7%, Facebook Up 0.9%, Netflix Up 0.2%"
886687,2018-07-22 17:24:00-04:00,"Benzinga's Bulls & Bears Of The Week: AbbVie, Netflix, Philip Morris, Wells Fargo And More"
886688,2018-07-22 17:14:00-04:00,"Barron's Picks And Pans: Autoliv, BlackRock, Boeing, Netflix And More"
886689,2018-07-19 15:53:00-04:00,Some Perspective On Netflix's Subscriber Figures
886690,2018-07-19 11:00:00-04:00,"'Walmart is, in fact, looking to launch a subscription VOD product - story coming shortly'-Variety Editor Todd Spangler Tweets"
886691,2018-07-19 09:50:00-04:00,"Comcast Ends Pursuit Of Fox Assets, Will Focus On Sky"
886692,2018-07-18 15:46:00-04:00,"Benzinga Pro's Top 10 Most-Searched Tickers For Afternoon Of Wed., Jul. 18, 2018"
886693,2018-07-18 13:30:00-04:00,Netflix To Bring Comedy To New Sirius XM Channel
886694,2018-07-18 11:12:00-04:00,AppleInsider Reports 'Netflix and HBO's uncertainty may give Apple a content opening'
886695,2018-07-18 11:10:00-04:00,"'Netflix Creating Comedy Radio Channel With SiriusXM' - WSJ, Says Channel Expected To Launch By January"
886696,2018-07-18 09:42:00-04:00,"Earnings Season Off To Good, But Not Great, Start As Morgan Stanley Reports"
886697,2018-07-18 05:47:00-04:00,38 Biggest Movers From Yesterday
886698,2018-07-17 15:27:00-04:00,"Benzinga Pro's Top 10 Most-Searched Tickers For Afternoon Of Tues., Jul. 17, 2018"
886699,2018-07-17 13:48:00-04:00,Wall Street's Reaction To Netflix's Q2 Earnings Report
886700,2018-07-17 13:35:00-04:00,"The Information Reports 'Walmart Plots Rival to Netflix, Amazon Prime Video'"
886701,2018-07-17 12:57:00-04:00,"Barclays Maintains Overweight on Netflix, Lowers Price Target to $415"
886702,2018-07-17 12:51:00-04:00,'Deja Vu All Over Again...Again -- Raising @netflix Target to $420 $NFLX'-BTIG's Rich Greenfield Tweets
886703,2018-07-17 12:32:00-04:00,28 Stocks Moving In Tuesday's Mid-Day Session
886704,2018-07-17 12:28:00-04:00,Mid-Day Market Update: Avid Bioservices Surges Following Earnings Beat; Netflix Shares Plunge
886705,2018-07-17 12:23:00-04:00,'FANG etfs are now pulling UP Netflix instead of Netflix pulling FANG down..'-Jim Cramer Tweets
886706,2018-07-17 12:08:00-04:00,Netflix Option Alert: Fri $402.5 Calls Sweep (3) near the Ask: 594 @ $1.571 vs 1794 OI; Ref=$378.99
886707,2018-07-17 11:10:00-04:00,"Bank of America Maintains Buy on Netflix, Lowers Price Target to $410"
886708,2018-07-17 11:05:00-04:00,Another Online Retail ETF Arrives From ProShares
886709,2018-07-17 11:00:00-04:00,"Wells Fargo Maintains Outperform on Netflix, Raises Price Target to $385"
886710,2018-07-17 10:52:00-04:00,3 Reasons Why BMO Capital Markets Upgraded Netflix After Bumpy Q2
886711,2018-07-17 10:32:00-04:00,Disappointing Netflix Subscriber Growth Appears To Weigh On Tech Sector
886712,2018-07-17 10:28:00-04:00,Netflix Option Alert: Aug 17 $450 Calls Sweep (9) near the Ask: 750 @ $0.709 vs 2574 OI; Ref=$360.65
886713,2018-07-17 10:25:00-04:00,Mid-Morning Market Update: Markets Open Lower; Goldman Sachs Earnings Top Expectations
886714,2018-07-17 09:48:00-04:00,"KeyBanc Cuts Netflix Estimates After Disappointing Q2, Maintains Bullish Stance"
886715,2018-07-17 09:35:00-04:00,10 Biggest Price Target Changes For Tuesday
886716,2018-07-17 08:56:00-04:00,Benzinga Pro's 5 Stocks To Watch Today
886717,2018-07-17 08:55:00-04:00,"Benzinga's Top Upgrades, Downgrades For July 17, 2018"
886718,2018-07-17 08:49:00-04:00,"Raymond James Maintains Outperform on Netflix, Lowers Price Target to $445"
886719,2018-07-17 08:28:00-04:00,"Stifel Still Likes Netflix's Long-Term Outlook, Upgrades Stock To Buy"
886720,2018-07-17 08:25:00-04:00,Deutsche Bank Downgrades Netflix to Hold
886721,2018-07-17 08:20:00-04:00,"Buckingham Maintains Underperform on Netflix, Lowers Price Target to $305"
886722,2018-07-17 08:12:00-04:00,"Cowen & Co. Maintains Outperform on Netflix, Lowers Price Target to $400"
886723,2018-07-17 08:11:00-04:00,22 Stocks Moving In Tuesday's Pre-Market Session
886724,2018-07-17 07:58:00-04:00,"Macquarie Maintains Outperform on Netflix, Lowers Price Target to $388"
886725,2018-07-17 07:33:00-04:00,"Canaccord Genuity Maintains Buy on Netflix, Lowers Price Target to $450"
886726,2018-07-17 07:32:00-04:00,"Alphabet, Bank Of America, Netflix, US Bancorp: 'Fast Money' Picks For July 17"
886727,2018-07-17 07:32:00-04:00,"Credit Suisse Maintains Outperform on Netflix, Lowers Price Target to $470"
886728,2018-07-17 07:24:00-04:00,Stifel Nicolaus Upgrades Netflix to Buy
886729,2018-07-17 06:48:00-04:00,A Peek Into The Markets: US Stock Futures Edge Lower Ahead Of Goldman Sachs Earnings
886730,2018-07-17 06:33:00-04:00,BMO Capital Upgrades Netflix to Outperform
886731,2018-07-17 06:20:00-04:00,"KeyBanc Maintains Overweight on Netflix, Lowers Price Target to $375"
886732,2018-07-17 04:44:00-04:00,"8 Stocks To Watch For July 17, 2018"
886733,2018-07-17 04:03:00-04:00,BMO Upgrades Netflix to Outperform from Market Perform
886734,2018-07-16 17:26:00-04:00,"Benzinga Pro's Top 10 Most-Searched Tickers For Afternoon Of Mon., Jul. 16, 2018"
886735,2018-07-16 17:08:00-04:00,"UPDATE: Netflix CEO Interview To Be Moderated By Bernstein Analyst Todd Juenger, Who Maintains A Buy Rating On The Stock"
886736,2018-07-16 17:08:00-04:00,Netflix Q2 Earnings Interview Will Be Available On YouTube At 6 p.m. EDT
886737,2018-07-16 17:01:00-04:00,4 Stocks Moving In Monday's After-Hours Session
886738,2018-07-16 16:54:00-04:00,"The Week Ahead: Netflix Earnings, Comic-Con, 'IPO Thursday' And More"
886739,2018-07-16 16:45:00-04:00,"Netflix Shares Down 13.2% After Hours Following Q2 Sales Miss, Downbeat Q3 Guidance, Lower-Than-Expected Q2 Subscriber Growth"
886740,2018-07-16 16:30:00-04:00,"UPDATE: Netflix Q3 Sub Add Forecast of 5M Is 5.7% Lower Than Q3 2017, And Is Comprised Of 650K In The U.S. and 4.35M Internationally; Netflix Also Anticipates More Competition From ATT/Time Warner and Fox/Disney or Fox/Comcast Mergers"
886741,2018-07-16 16:25:00-04:00,UPDATE: Netflix Says Forex Benefit Was Smaller Than Expected Due To Strong Dollar; It Will Move Some Operating Costs To Foreign Currencies To 'Provide a little more natural hedging' Against Forex Effects
886742,2018-07-16 16:23:00-04:00,Netflix Says It 'Over-forecasted Global Net Additions...as acquisition growth was slightly lower than we projected.'
886743,2018-07-16 16:10:00-04:00,"Netflix Shares Down 13% Following Q2 Miss, Concerning Q3 Guidance"
886744,2018-07-16 16:08:00-04:00,CLARIFICATION: Netflix Q2 Earnings Release Rounded Membership Growth To 5.2M Subs; More Specific Total Streaming Sub Adds Number 5.15M
886745,2018-07-16 16:08:00-04:00,Netflix Sees Q3 EPS $0.68 vs $0.73 Estimate
886746,2018-07-16 16:07:00-04:00,Netflix Sees Q3 Sales $3.988B vs $4.13B Est.
886747,2018-07-16 16:07:00-04:00,"Netflix Q2 Sub Adds 5.15M vs Co. Guidance For 6.2M Sub Adds, Analyst Consensus Estimate Of 1.2M Domestic Sub Adds, 5M Int'l. Sub Adds"
886748,2018-07-16 16:07:00-04:00,Netflix Sees Q3 Total Net Streaming Adds 5M
886749,2018-07-16 16:06:00-04:00,"Netflix Q2 EPS $0.85 Beats $0.79 Estimate, Sales $3.907B Miss $3.94B Estimate"
886750,2018-07-16 16:03:00-04:00,Netflix Shares Up 0.4% After Hours A Min. Before Expected Q2 Earnings Results
886751,2018-07-16 13:17:00-04:00,The FANG's Q2: A Sell-Side Preview
886752,2018-07-16 13:08:00-04:00,WWE's Stock Is On Fire
886753,2018-07-16 12:43:00-04:00,'Convergence' Is Key: Credit Suisse Weighs In On The Telecom And Media Sector
886754,2018-07-16 11:08:00-04:00,"Upcoming Earnings: Netflix To Report Monday, Subscriber Growth A Focus"
